Age,TotalSpend,NumTransactions,NumSupportCalls,LoginFrequency,ChurnStatus,Gender_M,MaritalStatus_Married,MaritalStatus_Single,IncomeLevel_Low,IncomeLevel_Medium,ServiceUsage_Low,ServiceUsage_Medium,ServiceUsage_Unknown
0.3392946412782148,-0.11829702461751956,1.9343645933358615,-0.6993627924998883,-0.11829377912512032,0,True,False,False,True,False,False,True,False
1.0573200908332843,-1.0203179333175176,-0.6217828706031691,-1.4842817515345554,-0.22859256843581255,0,True,False,True,False,True,False,False,True
-0.2130326276103002,-0.9246841975734627,-0.9413013035955479,0.0855561665347787,-1.034560382222488,0,False,False,False,True,False,False,False,True
-0.9862908040542212,-0.1657736206626832,-0.9413013035955479,-0.6993627924998883,0.005593967346567409,0,True,False,True,True,False,False,False,False
0.5602255488336209,-0.6051880943005948,-0.6217828706031691,0.8704751255694457,0.9200871386218623,0,True,False,False,False,True,False,False,False
-1.3729198922761818,0.37400015007975895,0.975809294358725,0.0855561665347787,-0.8841996276401599,1,False,True,False,True,False,False,False,False
1.5544146328329478,0.09781658240185159,-1.5803381695803056,-0.6993627924998883,-0.054412375618317445,1,True,False,False,False,False,False,False,True
-0.6548944427211122,0.9951008608477141,-0.30226443761079025,0.0855561665347787,-0.056429063402768764,0,True,False,False,False,True,False,False,False
0.3392946412782148,0.23361259960744624,-0.9413013035955479,-0.6993627924998883,-0.875155462320826,1,True,False,True,True,False,False,False,False
1.3887164521663933,-0.44860654820806944,1.6148461603434827,0.0855561665347787,-0.9291671376934612,0,True,True,False,False,True,False,False,False
-0.7653598964988152,0.16556980283395584,-0.9413013035955479,2.44031304363878,3.3658489580405506,1,True,False,False,False,True,False,True,False
-0.5444289889434092,-0.7137408898571871,-1.8998566025726844,0.8704751255694457,-0.5106217088446637,0,False,True,False,False,True,True,False,False
-1.2072217116096273,-0.6655241029705902,0.6562908613663462,1.6553940846041129,-0.7858295657369893,0,True,False,False,True,False,True,False,False
-1.2072217116096273,0.6498127549970935,-0.9413013035955479,0.0855561665347787,-0.8654152123177552,0,True,False,False,False,False,False,False,True
-0.4891962620545577,-0.41616762264395946,-0.30226443761079025,0.0855561665347787,0.1717599266429965,0,True,True,False,False,False,False,False,True
1.1125528177221358,0.7001513666428532,0.975809294358725,-1.4842817515345554,-0.011304124092535995,1,True,False,False,True,False,False,True,False
0.1735964606116603,0.8404894349630045,-0.6217828706031691,0.0855561665347787,0.09244807985241577,0,True,True,False,False,True,True,False,False
0.3945273681670663,1.084198600021575,-0.9413013035955479,-0.6993627924998883,-0.9741912675955338,0,False,False,False,True,False,False,False,False
-0.4891962620545577,1.6762521213974737,0.975809294358725,-0.6993627924998883,1.464420006602878,0,True,False,True,True,False,False,False,False
-1.6490835267204393,-0.44656090147416766,0.975809294358725,0.0855561665347787,-0.5189300212830167,0,False,True,False,True,False,False,False,True
-0.5996617158322607,-0.6453399056314177,0.33677242837396737,0.8704751255694457,-0.6519248914925275,0,False,False,False,False,True,True,False,False
1.1125528177221358,-0.10515166230986528,1.295327727351104,-0.6993627924998883,-0.3741965671530158,0,True,False,False,True,False,False,False,True
-1.7043162536092908,-0.557030394778963,0.975809294358725,0.0855561665347787,-0.5174424117087166,1,True,False,True,False,True,False,False,True
-0.4891962620545577,-0.05405605324615984,0.6562908613663462,-0.6993627924998883,1.1829106131286926,1,True,True,False,True,False,False,False,False
0.6154582757224724,0.2817027042951517,-0.9413013035955479,0.0855561665347787,1.928594412756089,1,True,False,False,False,False,False,False,False
-0.1577999007214487,0.21901702911244628,-0.6217828706031691,-0.6993627924998883,-0.6682047442560622,0,False,False,True,True,False,True,False,False
0.2840619143893633,-0.5510727963593091,0.975809294358725,-0.6993627924998883,1.1859007281627452,1,True,False,False,True,False,False,False,True
-1.7043162536092908,-0.8679834185871561,0.33677242837396737,0.8704751255694457,0.6482317115927371,0,True,True,False,False,False,False,True,False
1.4991819059440963,-0.44744604073907407,-0.30226443761079025,0.8704751255694457,1.9536950074377861,0,True,False,False,False,True,True,False,False
-0.6548944427211122,-0.8997147811468112,0.6562908613663462,-0.6993627924998883,-0.758568945632881,0,True,False,False,False,True,False,False,True
0.007898279945105802,1.3707946233061514,1.9343645933358615,-1.4842817515345554,-0.1020227943500892,1,True,False,False,True,False,True,False,False
-1.1519889847207758,-0.6006184134236228,0.017253995381588543,0.8704751255694457,-0.7143750956133671,1,True,False,False,False,False,True,False,False
1.3887164521663933,-0.8843125898341341,0.6562908613663462,0.8704751255694457,0.8943089690010669,1,False,False,True,False,True,True,False,False
-0.5996617158322607,-1.0412592593671204,-0.6217828706031691,0.8704751255694457,-1.072724596062989,1,False,False,True,True,False,False,True,False
1.5544146328329478,0.07744207714538366,0.33677242837396737,-1.4842817515345554,-0.13414636296832108,1,True,True,False,False,False,False,True,False
0.6154582757224724,0.0499510293283144,-0.30226443761079025,-1.4842817515345554,-0.6083821198980779,1,True,False,True,False,True,False,False,False
-0.4339635351657062,-0.6094927265871287,1.295327727351104,-1.4842817515345554,-0.6364176119772295,0,True,False,True,False,True,False,False,False
0.8916219101667299,-0.987504836273686,0.33677242837396737,1.6553940846041129,0.09676982764117693,0,False,True,False,False,False,False,False,True
-0.32349808138800323,-0.4872833819463985,2.573401459320619,-0.6993627924998883,1.086482464024495,0,True,False,True,False,False,True,False,False
1.4439491790552448,-0.6576828923123258,0.017253995381588543,0.8704751255694457,-0.01203040037514918,0,False,False,True,False,False,False,False,True
0.5049928219447694,0.17969861792454792,-1.2608197365879268,-1.4842817515345554,1.0994651143312184,0,True,True,False,False,False,False,False,False
-0.26826535449915173,-0.04094295049113238,-0.6217828706031691,-1.4842817515345554,-0.7298378711875511,0,True,True,False,True,False,False,True,False
1.4991819059440963,-0.5685331756155536,0.33677242837396737,1.6553940846041129,-0.24662029509362426,0,True,True,False,False,False,False,False,False
-0.9310580771653697,-0.7981219490058717,-0.30226443761079025,-0.6993627924998883,-0.3988979164464617,1,True,False,False,False,True,False,False,True
-0.9862908040542212,3.3210685223259553,-1.5803381695803056,0.0855561665347787,-1.065486674885034,1,False,False,False,False,True,False,False,False
1.6096473597217993,-0.40092509980932006,0.6562908613663462,1.6553940846041129,-0.1548469256947043,0,False,True,False,True,False,False,False,True
1.6096473597217993,0.21855323488986403,-0.9413013035955479,-0.6993627924998883,0.1511885156390378,0,True,True,False,False,True,False,False,True
0.7811564563890269,-0.9023428349527584,-0.6217828706031691,-1.4842817515345554,-0.06115796869246271,0,True,True,False,False,True,False,False,True
1.6096473597217993,-0.335058535083228,1.6148461603434827,-0.6993627924998883,0.434541545986919,0,False,False,False,False,False,False,False,True
